MQRCCF_ACTION_VALUE_ERROR;3091;0C13;RC3091;Action value not valid.;The value specified for Action is not valid. There is only one valid value.;Specify MQACT_FORCE_REMOVE as the value of the Action parameter.;;
MQRCCF_CFH_LENGTH_ERROR;3002;0BBA;RC3002;Structure length not valid.;The MQCFH StrucLength field value was not valid.;Specify a valid structure length.;;
MQRCCF_CFH_MSG_SEQ_NUMBER_ERR;3004;0BBC;RC3004;Message sequence number not valid.;The MQCFH MsgSeqNumber field value was not valid.;Specify a valid message sequence number.;;
MQRCCF_CFH_PARM_COUNT_ERROR;3006;0BBE;RC3006;Parameter count not valid.;The MQCFH ParameterCount field value was not valid.;Specify a valid parameter count.;;
MQRCCF_CFH_TYPE_ERROR;3001;0BB9;RC3001;Type not valid.;The MQCFH Type field value was not valid.;Specify a valid type.;;
MQRCCF_CFH_VERSION_ERROR;3003;0BBB;RC3003;Structure version number is not valid.;The MQCFH Version field value was not valid.;Specify a valid structure version number.;;
MQRCCF_CFIF_LENGTH_ERROR;3241;0CA9;RC3241;Structure length not valid.;The MQCFIF StrucLength field value was not valid.;Specify a valid structure length.;;
MQRCCF_CFIF_OPERATOR_ERROR;3242;0CAA;RC3242;Parameter count not valid.;The MQCFIF Operator field value was not valid.;Specify a valid operator value.;;
MQRCCF_CFIF_PARM_ID_ERROR;3243;0CAB;RC3243;Parameter identifier is not valid.;The MQCFIF Parameter field value was not valid, or specifies a parameter that cannot be filtered, or that is also specified as a parameter to select a subset of objects.;Specify a valid parameter identifier.;;
MQRCCF_CFIL_COUNT_ERROR;3027;0BD3;RC3027;Count of parameter values not valid.;The MQCFIL or MQCFIL64 Count field value was not valid. The value was negative or greater than the maximum permitted for the parameter specified in the Parameter field.;Specify a valid count for the parameter.;;
MQRCCF_CFIL_DUPLICATE_VALUE;3026;0BD2;RC3026;Duplicate parameter value.;In the MQCFIL or MQCFIL64 structure, there was a duplicate parameter value in the list.;Check for and remove duplicate parameter values.;;
MQRCCF_CFIL_LENGTH_ERROR;3028;0BD4;RC3028;Structure length not valid.;The MQCFIL or MQCFIL64 StrucLength field value was not valid.;Specify a valid structure length.;;
MQRCCF_CFIL_PARM_ID_ERROR;3047;0BE7;RC3047;Parameter identifier is not valid.;The MQCFIL or MQCFIL64 Parameter field value was not valid, or specifies a parameter that cannot be filtered, or that is also specified as a parameter to select a subset of objects.;Specify a valid parameter identifier.;;
MQRCCF_CFIN_DUPLICATE_PARM;3017;0BC9;RC3017;Duplicate parameter.;Two MQCFIN or MQCFIN64 or MQCFIL or MQCFIL64 structures, or any two of those types of structure, with the same parameter identifier were present.;Check for and remove duplicate parameters.;;
MQRCCF_CFIN_LENGTH_ERROR;3009;0BC1;RC3009;Structure length not valid.;The MQCFIN or MQCFIN64 StrucLength field value was not valid.;Specify a valid structure length.;;
MQRCCF_CFIN_PARM_ID_ERROR;3014;0BC6;RC3014;Parameter identifier is not valid.;The MQCFIN or MQCFIN64 Parameter field value was not valid.;Specify a valid parameter identifier.;;
MQRCCF_CFSF_FILTER_VAL_LEN_ERR;3244;0CAC;RC3244;Filter value length not valid.;The MQCFSF FilterValueLength field value was not valid.;Specify a valid length.;;
MQRCCF_CFSF_LENGTH_ERROR;3245;0CAD;RC3245;Structure length not valid.;The MQCFSF StrucLength field value was not valid.;Specify a valid structure length.;;
MQRCCF_CFSF_OPERATOR_ERROR;3246;0CAE;RC3246;Parameter count not valid.;The MQCFSF Operator field value was not valid.;Specify a valid operator value.;;
MQRCCF_CFSF_PARM_ID_ERROR;3247;0CAF;RC3247;Parameter identifier is not valid.;The MQCFSF Parameter field value was not valid.;Specify a valid parameter identifier.;;
MQRCCF_CFSL_COUNT_ERROR;3068;0BFC;RC3068;Count of parameter values not valid.;The MQCFSL Count field value was not valid. The value was negative or greater than the maximum permitted for the parameter specified in the Parameter field.;Specify a valid count for the parameter.;;
MQRCCF_CFSL_DUPLICATE_PARM;3066;0BFA;RC3066;Duplicate parameter.;Two MQCFSL structures, or an MQCFST followed by an MQCFSL structure, with the same parameter identifier were present.;Check for and remove duplicate parameters.;;
MQRCCF_CFSL_LENGTH_ERROR;3024;0BD0;RC3024;Structure length not valid.;The MQCFSL StrucLength field value was not valid. The value was not a multiple of four or was inconsistent with the MQCFSL StringLength field value.;Specify a valid structure length.;;
MQRCCF_CFSL_PARM_ID_ERROR;3033;0BD9;RC3033;Parameter identifier is not valid.;The MQCFSL Parameter field value was not valid.;Specify a valid parameter identifier.;;
MQRCCF_CFSL_STRING_LENGTH_ERR;3069;0BFD;RC3069;String length not valid.;The MQCFSL StringLength field value was not valid. The value was negative or greater than the maximum permitted length of the parameter specified in the Parameter field.;Specify a valid string length for the parameter.;;
MQRCCF_CFSL_TOTAL_LENGTH_ERROR;3067;0BFB;RC3067;Total string length error.;The total length of the strings (not including trailing blanks) in a MQCFSL structure exceeds the maximum allowable for the parameter.;Check that the structure has been specified correctly, and if so reduce the number of strings.;;
MQRCCF_CFST_CONFLICTING_PARM;3095;0C17;RC3095;Conflicting parameters.;The command was rejected because the parameter identified in the error response was in conflict with another parameter in the command.;Consult the description of the parameter identified to ascertain the nature of the conflict, and the correct command.;;
MQRCCF_CFST_DUPLICATE_PARM;3018;0BCA;RC3018;Duplicate parameter.;Two MQCFST structures, or an MQCFSL followed by an MQCFST structure, with the same parameter identifier were present.;Check for and remove duplicate parameters.;;
MQRCCF_CFST_LENGTH_ERROR;3010;0BC2;RC3010;Structure length not valid.;The MQCFST StrucLength field value was not valid. The value was not a multiple of four or was inconsistent with the MQCFST StringLength field value.;Specify a valid structure length.;;
MQRCCF_CFST_PARM_ID_ERROR;3015;0BC7;RC3015;Parameter identifier is not valid.;The MQCFST Parameter field value was not valid.;Specify a valid parameter identifier.;;
MQRCCF_CFST_STRING_LENGTH_ERR;3011;0BC3;RC3011;String length not valid.;The MQCFST StringLength field value was not valid. The value was negative or greater than the maximum permitted length of the parameter specified in the Parameter field.;Specify a valid string length for the parameter.;;
MQRCCF_CF_STRUC_ERROR;3236;0CA4;RC3236;CF structure error.;A command could not be processed because of a coupling facility or CF structure error. It may be: A Backup CF Structure or Recover CF Structure command when the status of the CF structure is unsuitable. In this case, the CF structure status may be returned in the message together with the CF structure name (with parameter identifiers MQIACF_CF_STRUC_STATUS and MQCA_CF_STRUC_NAME). A command could not access an object because of an error in the coupling facility information, or because a CF structure has failed. In this case, the name of the object involved may be returned in the message (with parameter identifier MQCA_Q_NAME, for example). A command involving a shared channel could not access the channel status or synchronization key information.;In the case of a Backup CF Structure or Recover CF Structure command, take action appropriate to the CF struture status reported.;In other cases, check for error messages on the console log that might relate to the problem. Check whether the coupling facility structure has failed and check that DB2 is available.;;
MQRCCF_CHAD_ERROR;4079;0FEF;RC4079;Channel automatic definition error.;The ChannelAutoDef value was not valid.;Specify MQCHAD_ENABLED or MQCHAD_DISABLED.;;
MQRCCF_CHAD_EVENT_ERROR;4081;0FF1;RC4081;Channel automatic definition event error.;The ChannelAutoDefEvent value was not valid.;Specify MQEVR_ENABLED or MQEVR_DISABLED.;;
MQRCCF_CHAD_EVENT_WRONG_TYPE;4082;0FF2;RC4082;Channel automatic definition event parameter not allowed for this channel type.;The ChannelAutoDefEvent parameter is allowed only for receiver and server-connection channels.;Remove the parameter.;;
MQRCCF_CHAD_EXIT_ERROR;4083;0FF3;RC4083;Channel automatic definition exit name error.;The ChannelAutoDefExit value contained characters that are not allowed for program names on the platform in question.;Specify a valid name.;;
MQRCCF_CHAD_EXIT_WRONG_TYPE;4084;0FF4;RC4084;Channel automatic definition exit parameter not allowed for this channel type.;The ChannelAutoDefExit parameter is allowed only for receiver and server-connection channels.;Remove the parameter.;;
MQRCCF_CHAD_WRONG_TYPE;4080;0FF0;RC4080;Channel automatic definition parameter not allowed for this channel type.;The ChannelAutoDef parameter is allowed only for receiver and server-connection channels.;Remove the parameter.;;
MQRCCF_CHANNEL_ALREADY_EXISTS;4042;0FCA;RC4042;Channel already exists.;An attempt was made to create a channel but the channel already existed and Replace was not specified as MQRP_YES.;Specify Replace as MQRP_YES or use a different name for the channel to be created.;;
MQRCCF_CHANNEL_CLOSED;4090;0FFA;RC4090;Channel closed.;The channel was closed prematurely. This can occur because a user stopped the channel while it was running, or a channel exit decided to close the channel.;Determine the reason that the channel was closed prematurely. Restart the channel if required.;;
MQRCCF_CHANNEL_DISABLED;4038;0FC6;RC4038;Channel disabled.;An attempt was made to use a channel, but the channel was disabled (that is, stopped).;Start the channel.;;
MQRCCF_CHANNEL_ERROR;3235;0CA3;RC3235;Channel command failed.;A channel command failed because of an error in the channel definition, or at the remote end of the channel, or in the communications system. An error identifier value nnn may be returned in the message (with parameter identifier MQIACF_ERROR_ID).;For information about the error, see the explanation of the corresponding error message. Error nnn generally corresponds to message CSQXnnn, although there are some exceptions. The section Distributed queuing message codes in the WebSphere MQ for z/OS® Messages and Codes book gives full details.;;
MQRCCF_CHANNEL_INDOUBT;4025;0FB9;RC4025;Channel in-doubt.;The requested operation cannot complete because the channel is in doubt.;Examine the status of the channel, and either restart a channel to resolve the in-doubt state, or resolve the channel.;;
MQRCCF_CHANNEL_INITIATOR_ERROR;3218;0C93;RC3218;Channel initiator cannot be started, or no suitable channel initiator is available.;One of the following: The channel initiator cannot be started because: It is already active. There are insufficient system resources. The queue manager was shutting down. The shared channel cannot be started because there was no suitable channel initiator available for any active queue manager in the queue-sharing group. This could be because: No channel initiators are running. The channel initiators that are running are too busy to allow any channel, or a channel of the particular type, to be started.;;;
MQRCCF_CHANNEL_IN_USE;4031;0FBF;RC4031;Channel in use.;An attempt was made to perform an operation on a channel, but the channel is currently active.;Stop the channel or wait for it to terminate.;;
MQRCCF_CHANNEL_NAME_ERROR;4044;0FCC;RC4044;Channel name error.;The ChannelName parameter contained characters that are not allowed for channel names.;Specify a valid name.;;
MQRCCF_CHANNEL_NOT_ACTIVE;4064;0FE0;RC4064;Channel not active.;An attempt was made to stop a channel, but the channel was already stopped.;No action is required.;;
MQRCCF_CHANNEL_NOT_FOUND;4032;0FC0;RC4032;Channel not found.;The channel specified does not exist.;Specify the name of a channel which exists.;;
MQRCCF_CHANNEL_TABLE_ERROR;3062;0BF6;RC3062;Channel table value not valid.;The ChannelTable specified was not valid, or was not appropriate for the channel type specified on an Inquire Channel or Inquire Channel Names command.;Specify a valid channel table value.;;
MQRCCF_CHANNEL_TYPE_ERROR;3034;0BDA;RC3034;Channel type not valid.;The ChannelType specified was not valid, or did not match the type of an existing channel being copied, changed or replaced, or the command and the specified disposition cannot be used with that type of channel.;Specify a valid channel name, type, or disposition.;;
MQRCCF_CHL_INST_TYPE_ERROR;3064;0BF8;RC3064;Channel instance type not valid.;The ChannelInstanceType specified was not valid.;Specify a valid channel instance type.;;
MQRCCF_CHL_STATUS_NOT_FOUND;3065;0BF9;RC3065;Channel status not found.;For Inquire Channel Status, no channel status is available for the specified channel. This may indicate that the channel has not been used.;None, unless this is unexpected, in which case consult your systems administrator.;;
MQRCCF_CHL_SYSTEM_NOT_ACTIVE;3168;0C60;RC3168;Channel system is not active.;An attempt was made to start a channel while the channel system was inactive.;Activate the channel system before starting a channel.;;
MQRCCF_CLUSTER_NAME_CONFLICT;3088;0C10;RC3088;ClusterName and ClusterNamelist attributes conflict.;The command was rejected because it would have resulted in the ClusterName attribute and the ClusterNamelist attribute both being nonblank. At least one of these attributes must be blank.;If the command specified one of these attributes only, you must also specify the other one, but with a value of blanks. If the command specified both attributes, ensure that one of them has a value of blanks.;;
MQRCCF_CLUSTER_Q_USAGE_ERROR;3090;0C12;RC3090;Queue cannot be a cluster queue.;The command was rejected because it would have resulted in a cluster queue also being a transmission queue, which is not permitted, or because the queue in question cannot be a cluster queue.;Ensure that the command specifies either: The Usage parameter with a value of MQUS_NORMAL, or The ClusterName and ClusterNamelist parameters with values of blanks. A QName parameter with a value that is not one of these reserved queues: SYSTEM.CHANNEL.INITQ SYSTEM.CHANNEL.SYNCQ SYSTEM.CLUSTER.COMMAND.QUEUE SYSTEM.CLUSTER.REPOSITORY.QUEUE SYSTEM.COMMAND.INPUT SYSTEM.QSG.CHANNEL.SYNCQ SYSTEM.QSG.TRANSMIT.QUEUE;;
MQRCCF_COMMAND_FAILED;3008;0BC0;RC3008;Command failed.;The command has failed.;Refer to the previous error messages for this command.;;
MQRCCF_COMMAND_INHIBITED;3204;0C84;RC3204;Commands not allowed at present time.;The queue manager cannot accept commands at the present time, because it is restarting or terminating, or because the command server is not running.;;;
MQRCCF_COMMAND_LENGTH_ERROR;3230;0C9E;RC3230;Command exceeds allowable length.;The command is so large that its internal form has exceeded the maximum length allowed. The size of the internal form of the command is affected by both the length, and the complexity of the command.;;;
MQRCCF_COMMAND_LEVEL_CONFLICT;3222;0C96;RC3222;Incompatible queue manager command levels.;Changing the CFLevel parameter of a CF structure, or deleting a CF structure, requires that all queue managers in the queue-sharing group have a command level of at least 530. Some of the queue managers have a lower level.;;;
MQRCCF_COMMAND_ORIGIN_ERROR;3231;0C9F;RC3231;Command issued incorrectly.;The command cannot be issued using command server. This is an internal error.;Notify your system programmer.;;
MQRCCF_COMMAND_REPLY_ERROR;3226;0C9A;RC3226;Error saving command reply information.;While processing a command that used the CommandScope parameter, or a command for the channel initiator, an error occurred while trying to save information about the command.;The most likely cause is insufficient storage. If the problem persists, you may need to restart the queue manager after making more storage available.;;
MQRCCF_COMMAND_SCOPE_ERROR;3225;0C99;RC3225;Queue-sharing group error.;While processing a command that used the CommandScope parameter, an error occurred while trying to send data to the coupling facility.;Notify your system programmer.;;
MQRCCF_COMMIT_FAILED;4040;0FC8;RC4040;Commit failed.;An error was received when an attempt was made to commit a unit of work.;Consult your systems administrator.;;
MQRCCF_COMMS_LIBRARY_ERROR;3092;0C14;RC3092;Library for requested communications protocol could not be loaded.;The library needed for the requested communications protocol could not be loaded.;Install the library for the required communications protocol, or specify a communications protocol that has already been installed.;;
MQRCCF_CONFIGURATION_ERROR;4011;0FAB;RC4011;Configuration error.;There was a configuration error in the channel definition or communication subsystem, and allocation of a conversation was not possible. This might be caused by one of the following: For LU 6.2, either the ModeName or the TpName is incorrect. The ModeName must match that on the remote system, and the TpName must be specified. (On i5/OS, these are held in the communications Side Object.) For LU 6.2, the session might not be established. For TCP, the ConnectionName in the channel definition cannot be resolved to a network address. This might be because the name has not been correctly specified, or because the name server is not available. The requested communications protocol might not be supported on the platform.;Identify the error and take appropriate action.;;
MQRCCF_CONNECTION_CLOSED;4017;0FB1;RC4017;Connection closed.;An error occurred while receiving data from a remote system. The connection to the remote system has unexpectedly terminated.;Contact your systems administrator.;;
MQRCCF_CONNECTION_ID_ERROR;3174;0C66;RC3174;Error in connection id parameter.;The ConnectionId specified was not valid.;Specify a valid connection id.;;
MQRCCF_CONNECTION_REFUSED;4012;0FAC;RC4012;Connection refused.;The attempt to establish a connection to a remote system was rejected. The remote system might not be configured to allow a connection from this system. For LU 6.2 either the user ID or the password supplied to the remote system is incorrect. For TCP the remote system might not recognize the local system as valid, or the TCP listener program might not be started.;Correct the error or restart the listener program.;;
MQRCCF_CONN_NAME_ERROR;4062;0FDE;RC4062;Error in connection name parameter.;The ConnectionName parameter contains one or more blanks at the start of the name.;Specify a valid connection name.;;
MQRCCF_CONN_NOT_STOPPED;3260;0CBC;RC3260;Connection not stopped.;The Stop Connection command could not be executed, so the connection was not stopped.;;;
MQRCCF_CORREL_ID_ERROR;3080;0C08;RC3080;Correlation identifier used as part of an identity is all binary zeroes.;Each publisher and subscriber is identified by a queue manager name, a queue name, and optionally a correlation identifier. The correlation identifier is typically used to allow multiple subscribers to share the same subscriber queue. In this instance a publisher or subscriber has indicated within the Registration or Publication options supplied on the command that their identity does include a correlation identifier, but a valid identifier has not been supplied.;Retry the command ensuring that the correlation identifier supplied in the message descriptor of the command message is not all binary zeroes.;;
MQRCCF_DATA_CONV_VALUE_ERROR;3052;0BEC;RC3052;Data conversion value not valid.;The value specified for DataConversion is not valid.;Specify a valid value.;;
MQRCCF_DATA_TOO_LARGE;4043;0FCB;RC4043;Data too large.;The data to be sent exceeds the maximum that can be supported for the command.;Reduce the size of the data.;;
MQRCCF_DEL_OPTIONS_ERROR;3087;0C0F;RC3087;Invalid delete options have been supplied.;The options provided with a Delete Publication command are not valid.;Retry the command with a valid combination of options.;;
MQRCCF_DISC_INT_ERROR;3038;0BDE;RC3038;Disconnection interval not valid.;The disconnection interval specified was not valid.;Specify a valid disconnection interval.;;
MQRCCF_DISC_INT_WRONG_TYPE;4054;0FD6;RC4054;Disconnection interval not allowed for this channel type.;The DiscInterval parameter is only allowed for sender or server channel types.;Remove the parameter.;;
MQRCCF_DISC_RETRY_ERROR;3163;0C5B;RC3163;Disconnection retry count not valid.;The DiscRetryCount value was not valid.;Specify a valid count.;;
MQRCCF_DISPOSITION_CONFLICT;3211;0C8B;RC3211;Parameters are incompatible with disposition.;The parameters or parameter values for a command are incompatible with the disposition of an object. One of the following occurred: A value specified for the object name or other parameter is not allowed for a local queue whose disposition is shared or a model queue used to create a dynamic queue that is shared. A value specified for a parameter is not allowed for an object with such disposition. A value specified for a parameter must be non-blank for an object with such disposition. The CommandScope and QSGDisposition or ChannelDisposition parameter values are incompatible. The action requested for a channel cannot be performed because it has the wrong disposition. The parameter and disposition in question may be returned in the message (with parameter identifiers MQIACF_PARAMETER_ID and MQIA_QSG_DISP).;Reissue the command with correct parameters and values.;;
MQRCCF_DUPLICATE_IDENTITY;3078;0C06;RC3078;Publisher or subscriber identity already assigned to another user ID.;Each publisher and subscriber has a unique identity consisting of a queue manager name, a queue name, and optionally a correlation identifier. Associated with each identity is the user ID under which that publisher or subscriber first registered. A given identity can be assigned only to one user ID at a time. While the identity is registered with the broker all commands wanting to use it must specify the correct user ID. When a publisher or a subscriber no longer has any registrations with the broker the identity can be used by another user ID.;Either retry the command using a different identity or remove all registrations associated with the identity so that it can be used by a different user ID. The user ID to which the identity is currently assigned is returned within the error response message. A Deregister command could be issued to remove these registrations. If the user ID in question cannot be used to execute such a command, you need to have the necessary authority to open the SYSTEM.BROKER.CONTROL.QUEUE using the MQOO_ALTERNATE_USER_AUTHORITY option.;;
MQRCCF_DUPLICATE_SUBSCRIPTION;3152;0C50;RC3152;The subscription already exists.;A matching subscription already exists.;Either modify the new subscription properties to distinguish it from the existing subscription or deregister the existing subscription. Then reissue the command.;;
MQRCCF_DYNAMIC_Q_SCOPE_ERROR;4067;0FE3;RC4067;Dynamic queue scope error.;The Scope attribute of the queue is to be MQSCO_CELL, but this is not allowed for a dynamic queue.;Predefine the queue if it is to have cell scope.;;
MQRCCF_ENCODING_ERROR;3050;0BEA;RC3050;Encoding error.;The Encoding field in the message descriptor of the command does not match that required for the platform at which the command is being processed.;Construct the command with the correct encoding, and specify this in the message descriptor when sending the command.;;
MQRCCF_ENTITY_NAME_MISSING;3169;0C61;RC3169;Entity name required but missing.;A parameter specifying entity names must be supplied.;Specify the required parameter.;;
MQRCCF_ENTRY_ERROR;4013;0FAD;RC4013;Connection name not valid.;The connection name in the channel definition could not be resolved into a network address. Either the name server does not contain the entry, or the name server was not available.;Ensure that the connection name is correctly specified and that the name server is available.;;
MQRCCF_ESCAPE_TYPE_ERROR;3054;0BEE;RC3054;Escape type not valid.;The value specified for EscapeType is not valid.;Specify a valid value.;;
MQRCCF_EVENTS_DISABLED;3224;0C98;RC3224;Events not enabled.;The command required performance or configuration events to be enabled.;Use the Change Queue manager command to enable the events if required.;;
MQRCCF_FILE_NOT_AVAILABLE;3162;0C5A;RC3162;File not available to CICS.;A file name parameter identifies a file that is defined to CICS, but is not available.;Check that the CSD definition for the file is correct and enabled.;;
MQRCCF_FILTER_ERROR;3150;0C4E;RC3150;Filter not valid.;Either: In an inquire command message, the specification of a filter is not valid. In a publish/subscribe command message, the content-based filter expression supplied in the publish/subscribe command message contains invalid syntax, and cannot be used.;Correct the specification of the filter parameter structure in the inquire command message. Correct the syntax of the filter expression in the publish/subscribe command message. The filter expression is the value of the Filter tag in the psc folder in the MQRFH2 structure. See the Websphere MQ Integrator V2 Programming Guidefor details of valid syntax.;;
MQRCCF_FORCE_VALUE_ERROR;3012;0BC4;RC3012;Force value not valid.;The force value specified was not valid.;Specify a valid force value.;;
MQRCCF_FUNCTION_RESTRICTED;3227;0C9B;RC3227;Restricted command or parameter value used.;The command, or the value specified for one of its parameters, is not allowed because the installation and customization options chosen do not allow all functions to be used. The parameter in question may be returned in the message (with parameter identifier MQIACF_PARAMETER_ID).;;;
MQRCCF_HB_INTERVAL_ERROR;4077;0FED;RC4077;Heartbeat interval not valid.;The HeartbeatInterval value was not valid.;Specify a value in the range 0-999 999.;;
MQRCCF_HB_INTERVAL_WRONG_TYPE;4078;0FEE;RC4078;Heartbeat interval parameter not allowed for this channel type.;The HeartbeatInterval parameter is allowed only for receiver and requester channels.;Remove the parameter.;;
MQRCCF_HOST_NOT_AVAILABLE;4010;0FAA;RC4010;Remote system not available.;An attempt to allocate a conversation to a remote system was unsuccessful. The error might be transitory, and the allocate might succeed later. This reason can occur if the listening program at the remote system is not running.;Ensure that the listening program is running, and retry the operation.;;
MQRCCF_INCORRECT_Q;3079;0C07;RC3079;Command sent to wrong broker queue.;The command is a valid broker command but the queue it has been sent to is incorrect. Publish and Delete Publication commands need to be sent to the stream queue, all other commands need to be sent to the SYSTEM.BROKER.CONTROL.QUEUE.;Retry the command by sending it to the correct queue.;;
MQRCCF_INCORRECT_STREAM;3075;0C03;RC3075;Stream name does not match the stream queue it was sent to.;A command has been sent to a stream queue that specified a different stream name parameter.;Retry the command either by sending it to the correct stream queue or by modifying the command so that the stream name parameter matches.;;
